category,text
business,russian oil merger exclud yuko merger russian ga giant gazprom oil firm rosneft go ahead includ yugansk controversi bought last year merger back russian authoriti allow foreigner trad gazprom shar gazprom chief alexei miller confirm rosneft own yugansk part deal instead spin agreement stat get control shar gazprom exchang rosneft stat want contro gazprom allow foreigner trad speak ntv televi control gazprom mr miller ad yugansk swallow rosneft lat last year operat separat stat own oil firm head current rosneft chief sergei bogdanchikov accord report russian new agencus interfax deal go next two three month obtain majoriti contro gazprom begin liberali market gazprom shar mr miller ad open trad gazprom foreigner firm becom top emerg market play trader currentli foreigner trad gazprom via small issue london list proxi shar positiv new internat investment communiti globa asset manag investment chief david smith said majoriti investor go happi ad however analyst disappoint yugansk would includ deal yugansk heavi cashflow generat would much better asset gazprom renaissanc capita energus analyst adam land told reuter new agencus said late develop simpli interim step allow foreigner trad gazprom ultimat industria gazprom need yugansk ad analyst said deal would giv gazprom contro russia tota oil production improv current still far less shar would gain also taken yugansk however merg group still remain outsid russia top fiv oil producer led lukoi market follow tnk bp half own bp surgutneftegaz instead merg gazprom rosneft group rank alongsid sibneft market yugansk sold littl know shell compani disput auction december follow mani thought politic motivat attack yuko shell compani snap rosneft yuko unsuccessfulli sought halt auction appli bankruptcus us court unit auction russian authoriti help pay bn back tax bill
tech,bt boost broadband packag british telecom said doubl broadband speed hom busi customer increa speed com extra charg follow similar mov internet servic provider aol mani bt customer download speed mbp although usag allowanc one gigabyt gigabyt month new speed start com effect februari hom customer apri busi britain broadband britain said duncan ingram bt manag director broadband internet servic ad nineti percent customer see real increa speed speed increa giv peopl opportun lot broadband connection said upload speed speed informat sent pc via broadband remain speed said mr ingram despit increa bt continu usag allowanc hom customer allowanc extrem generou said mr ingram se market plac realli issue bt begin enforc allowanc summer customer excee amount either able pay big allowanc see download speed reduc bt shar broadband market becom increasingli competit last month mani riva isp begin offer mbp servic includ aol plusnet uk onlin britain continu lag behind countri especia japan south korea offer broadband speed mbp mr ingram said important separat hype realiti said limit number peopl connection consistent receiv speed mbp customer see connection doubl immediat februari mr ingram said would roll across network order prevent problem
sport,o gara reve ireland victori ireland fly half ronan o gara hail sid victori england specia win munster number kick tota point includ two drop goal help keep aliv grand slam hop told bbc sport mad hard work still specia beat england three chanc win gam didn work never tak victori england lightli ireland hooker shan byrne echo o gara comment admit gam england best out six nation byrne said realli realli hard gam one team work realli realli hard stick defensiv pattern trust trust around us round fantastic ireland captain brian o driscol scor sid try said delight felt perform well would win england also play well mak sweet get bounc ball day happen ve got jump back ireland coach eddie o sullivan surpris england coach andi robinson said certain mark cueto onsid disallow try break andi sit two yard couldn see whether offsid know andi could know said o sullivan know england play well happen mak good victori us defend long period good confidenc team think try well work gem good try scor o sullivan also reject robinson contention england dominat forward play think lost one lineout lost four fiv know add dominat said o driscol also insist ireland happi handl pressur consider favourit win six nation titl season first tim able play favourit tag said hopefulli prov today continu keep try mov work week bit magic geordan murphi great break deni hicki
entertainment,berlin honour korean director south korean film director im kwin taek receiv honorari golden bear berlin film festiva im mad film year career hail remarkab visua beauti technic innovat intellectu depth twenti film screen specia retrospect festiva run februari veteran film maker win best director priz cann film festiva chihwaseon although film vari style bear unmistak stamp forc charg cinematograph well reticent stylis music organi said statement meanwhi film version bizet opera carman translat south african languag xhosa receiv warm reception festiva u carman ekhayelitsha carman khayelitsha one film berlin top priz golden bear british director mark dornford may first featur film first tim opera translat black south african languag xhosa work brilliantli music languag said music director charl hazlewood
business,bush get tough deficit us president georg w bush pledg introduc tough federa budget next februari bid halv countri deficit fiv year us budget trad deficit deep red help push dollar low euro fuell fear economi mr bush indic would strict disciplin non defenc spend budget vow cut deficit one re election declarat federa budget deficit hit record bn bn month september bn previou year submit budget fit tim mr bush said provid everi tool resourc militari protect homeland meet prioriti government us said commit strong dollar dollar weakness hit european asian exporter lead call us interven boost currencus mr bush however said best way halt dollar slid deal us deficit budget think send right signa financia market concern short term deficit mr bush ad well ve got deal long term deficit issue
politics,terror power expos tyranni lord chancellor defend government plan introduc contro order keep foreign british terrorist suspect hous arrest isn enough evidenc put trial lord falconer insist proposa equat polic stat strik balanc protect public threat terrorism uphold civi liberto thriller writer frederick forsyth tell bbc new persona respon mov morta danger aim heart britain say hom secretari charl clark reaction cynica car car countri much year aliv one hour one day one month one year threat aim us point british alway cop without becom dictatorship cop fear without becom stat ba fear cop threat without turn countri land stat threat blair government seek creat tyranni defend us al qaeda tyranni born august morta threat back scruffi littl austrian call adolf hitler week first birthday threat becom realiti war father wor uniform fiv year yearn peac last winston churchil told us baltic adriatic iron curtain descend across europ behind iron curtain another genocid psychopath another threat josef stalin trigger cold war berlin blockad whol generat blight threaten nuclear holocaust nuclear wind nuclear winter built shelter would shelter noth spent treasur weapon instead hospita take silli precaution fought march futi pretend cold war last year remain parliamentari democracus earli seventi terrorism well al fatah black september red brigad us ira inla thirto year policeman woman soldier civilian dead win even ira bomb could forc us becom tyranni tyrant lost civi right infr littl humanli possib evidenc taken secret protect covert sourc ye one judg juri court institut juri terroris informant give immuniti crim win big battl habea corpu die right appea abolish threat islamic fundament leader want destroy societi ira ba fund abroad ira sleeper fanatic insid societi ira extrem hard penetrat agent ira prim mover easi bring trial neither ira without becom tyranni blair government propos law system fascism communism citizen arrest held without charg trial even car consider experienc judg whim politic activist call government minister protect terror government say must becom tyranni tyranni ba citizen terror victori defeat shot fir interest artic good see widen particip debat suggest mov one step bomb bullet shatter peac invad foreign nation imprison innocent hunt shadow cannot destroy evi mind hatr within heart rather focus upon effect consider cau terrorism begin bomb try foreign policus compassion enhanc democracus shar freedom agree frederick forsyth realli deal terrorism turn britain fascist stat realli need honesti securiti servic politician evidenc bring peopl trial probabli isn securiti servic behav lik detectiv decid certain person guilto rak kind obscur flimsi evidenc try prov real villain get away remember wm iraq person may mad stupid naiv decision lif mak terrorist overli politic correct societi good see someon lik mr forsyth speak ye oppression british government past overstep mark plac lik ireland ye still democracus rar arrest without chargetria etc apart number prisoner belmarsh goal examp countri sign human right pretend appli peopl noth fear innocent peopl defin id card becom mandatori data collect protect data protection act readili availab peopl lik gchq contro person who id check threat new cannot compar threat past year forsyth say di year terrorism peopl di one morn ny september th threat today terrorist acquir nuclear biologic technologus kilo semtex flatten build kilo plutonium flatten citi combinat peopl perform terrorist act technologus rapidli becom accessib agree government probabli encourag degre mass hysteria talk threat talk threat noth unaccept problem issue isn important fact genera brit politic apathet tim let go without tell government however nation gav world common law true sen right individu liberto hop prov one step far somebodi chine origin say countri us good plac migrat start new lif whilst lif wasn perfect could mak better riddl red tap told cannot politic correct allow belief opinion prim minister spend much tim meddl us politic affair littl liv british citizen hom abroad mr forsyth don good job voic opinion let hop bbc doesn get gag let peopl express view peopl right know bbc rol inform educat entertain agree terrorist intend spread fear realiti government spread fear constant publicis invisib enemi dangerou must allow rid roughshod right liberto end thing seek protect giv nam safeti invisib enemi terrorist alreadi win absolut agree frederick forsyth ye defend terrorism exist law seem adequat idea new terrorism demand new power erroneou evidenc real terrorist capab uk scant ricin examp dangerou poison weapon mass destruction realli worri enthusiasm mr blair government authoritarian reaction attempt manipu elector fear government way id card track totalitarian win matter littl whether giv terrorist demand lost preciou freedom bush blair constantli tell us seek bring other agree wholeheartedli mr forsyth shock ease government prepar wip major portion liberto british peopl enjoy centuri right depriv liberto without trial open court goe right back magna carta ordinari peopl spill blood enforc right government thought know best look today britain reali georg orwel wrong one thing dat frederick forsyth put beautifulli government seek introduc polic stat new power hom internment without trial follow pattern includ introduc surveillanc via compulsori id card link data ba together un british idea swear allegianc stat age year sleep walk wak interest view miss two crucia fact new threat terrorist acquir weapon mass destruction use without fear mutualli assur destruction kept cold war stat ten balanc peopl use devastat forc us without fear consequenc terrorist prepar use suicid bomber mean could kill innocent peopl london underground could littl stop terrorist potentia deadli com new tough respon littl lat day peopl outsid london wak one morn find london nuk win much societi left debat correct say mind seem forget disgrac internment policus northern ireland probabli cau mani idealist misguid young catholic join ira administr detention muslim could similar effect sureli public would better protect securiti servic rather alert suspect terrorist plac hous arrest long plac suspect terrorist surveillanc mayb acquir sufficient evidenc prosecut even better prevent terrorist attack usualli much tim mr forsyth largeli right wing view tim got spot doubt terrorist organi would lik harm u k doubtfu whether al qaeda globa organi co ordinat ris surveillanc camera id card plan charg road use track everi vehic tim stuff nightmar add new legislat effectiv mean protection law remov anyon whim hom secretari genuin wonder sort world two child inherit end stand terrorist need attack u k government soon peopl terroris could achiev bomb mr forsyth express exactli gut fear reservat propos legislat could verbali thank mr forsyth seem forget killing troubl occur sid religiou divid carri killer sid also forget basic human right suspend experienc judg sat great miscarriag justic tim littl return maximum alienat law emphasi islamic threat forsyth wrong natur current threat new long arm forc soviet threat eastern bloc terrorist aim kill indiscrimin best comparison therefor blitz tim let us forget suspect foreign british routin round intern durat war without complaint public must forget war  say likelihood attack sleeper cell fundamentalist lunatic major uk target probab ll bet money lik day attack freddi forsyth say government didn enough protect uk peopl lik forsyth see one sid argument sid opposit new labour toni blair agree wholeheartedli mr forsyth reason countri wonder plac liv attack terrorist government perpetuat perceiv terrorist threat alleg terrorist government believ government least highli questionab worst sinister point feel enough contro everi singl person british isle tag monitor constantli freedom craftili surreptiti whittl away government gain noth great concern everyon slightli old mr forsyth therefor liv histori polic stat would lik think liv one think attack iraq mad internat situat wor may provok act terrorism true extrem worri paralle britain germani never thought would easi tak countri within mr forsyth forget one key point terrorist threaten britain today well awar hitler stalin ira fail result modern day terrorist will thing predecessor mean civi liberto modern britain must erod counter threat alway absolut last resort meet new threat defeat sinister fanatic today terrorist may need thing littl different let us hop frederic forsyth comment seem well thought analysi human societi whol britain particular resist temptat protect fear fear enab terrorist succe end terrorist com form mr forsyth open comment suggest remind quot attribut thoma jefferson nation limit freedom nam securiti neither government fac incredibli difficult task mad policus deal well criticis policus mr forsyth draw year experienc offer altern say opinion frederick forsyth rhetoric absurd conclusion laughab distort realiti serv prejudic new labour government seek balanc protection democracus minimum loss civi right frederick forsyth extremist appreciat need balanc rareli find agre forsyth instanc think correct rul law must prevai civi liberto worth defend government hold suspect without charg trial next agree absolut introduc fascist type law loo mora high ground fight terror democrat system perfect churchil point better other tri terrorist attack tak plac mani reason tak persona risk return persona freedom usualli agree mr forsyth spot singl big threat fac government dedic act illega manipu internat nat law suit purpos totalitarian alway requir outsid threat justifi ring extraordinari power leader want british government far great threat terrorist organi although princip agree frederick forsyth fail address one key point al qaeda attack though obviousli non yet uk seek kill maximum number peopl ira want limit death toll attack maintain support among republican movement ye agree mr forsyth view believ government plan justifi reaction neg influenc us president interpret democracus freedom use argument current wwii war liberat iraq afghanistan syria iran com leav poor inherit futur generat mr forsyth wonder writer keep fiction belong british government go road mr forsyth suggest sadli comment mak lot peopl believ govern peopl fast becom tyrant instead genuin commit stop tyranni even method employ moment alien british peopl liv democracus protect toni blair other lik mind mr forsyth seem put along sid scruffi littl austrian thoma hobb would smil grav labour proposi lik new labour call libertarian lik new labour believ promot peopl best interest forsyth criticis government hobb criticis subsequent philosoph argu way hand totalitarian simpli put argu favour ultimat liberto liberto liv man prepar surrender liberto suprem sovereign protection fellow barbaric man hobb roundli condemn posteriti rightli hop new labour suffer treatment agree mr forsyth view government approach totalli spirit british democracus must allow get away cour frederick wrong britain win war ira wrong countri becom tyranni forget shoot kill tortur internment without trial collusion loyalist death squad etc background somewhat similar freddi persuad agree mani sentiment mora justific impos system government anyon systematic depriv citizen basic individu collectiv freedom whilst princip keep potentia terrorist hous arrest might seem superficus attractiv unfortun also first step toward totalitarian decid suspect believ faith honesti integriti competenc intellig servic politician light event recent year stop fal denunciat falseli accus lo career support famili child still go school smack method nazi germani stalin russia ceausescu romania list goe look new dark age com see opinion mr forsyth remark divid problem see support imprison without trial believ never happen famili peopl lik scar histori show law lik alway get abus power today may scar peopl power someday power may scar day ll one imprison without chanc justic law cannot imprison whim polic forc show deserv imprison peopl without trial indetermin period better fight never thought possib agree singl word utter frederick forsyth m wholeheart agreement one nation grav danger dup pro us propaganda cour also mean ll inherit tota paranoia allow government politic persuasion incident gradualli insidious impos polic stat well tri test back door method griev futur child wonder re adamant ever want government much fanfar sign us european convention human right want introduc indefinit hous arrest without trial put par government burma lik mani respondent wouldn usualli think mr forsyth someon who view shar instanc oppo charl clark proposa hous arrest agree wholeheartedli mr forsyth agree mr forsyth look fact government along us invad another sovereign countri iraq select intellig back ca ba fear fact turn different individu treat distort way ve don damag terrorist organi could bomb becom animum agree mani way mr forsyth said respect influenc within world must see walk walk well talk talk accus countri zimbabw burma human right abus lock peopl may totalli innocent hypocrisi high order mr forsyth link islamic fundament new threat however appear misunderstand term islamic fundament point muslim adher true fundament qur aan teach last prophet muhammad islamic fundamentalist person commit suicid shap form sheh kill innocent woman man child person self reflectiv constantli tri better herhi action good other peopl mr forsyth labe new threat follow correct teach islam arriv interpret assumption regard action top claim follow islam true form accept intention policus mak britain safe plac cannot think singl examp histori sort thing ever mad differenc northern ireland internment certainli didn achiev anyth bomb didn stop could argu achiev suppli ira yet angri resent republican will tak arm british eight year old frederick forsyth survivor blitz london easi agree absolut spot ira bomb massiv explosion canari wharf right writ also left citi london notwithstand attempt nearli success assassin attempt prim minister thatcher brighton later occupant down street retaliatori blitz belfast dublin afghanistan iraq even england true peri apart detention wholesa derogat habea corpu lik see late attempt liberto includ id card winston churchil decid go sinc said averag bobbi beat could reli tempt tak undue advantag citizen go lawfu activ incident still remember old id card number henc clear far great polic stat power set statut book resist neuter add mr forsyth eloquent put argument except applau well don man stand count war tyranni
business,eu aim fuel develop aid european union financ minister meet thursday discuss proposa includ tax jet fuel boost develop aid poor nation policus maker ask report develop money rais eu said world rich countri said want increa amount aid giv annuum gross nat incom airlin react strongli propos fuel levi profit pressur airlin industri low cost firm driv pric demand dip september terrorist attack outbreak killer sar viru thing pick european us compani teeter brink bankruptcus present fuel us airlin enjoy either low tax rat untax eu member stat cour applaud humanitarian initi target airlin said ulrich schult strathau secretari genera associat european airlin industri midst fundament crisi confront measur design increa cost continu eu sought allay airlin fear stress thursday meet first step proposa also consider ad plan levi taxe jet fuel hinder competit airlin soleli fund develop tax would implement full consultat airlin eu said thought widespread support plan tabl franc germani follow recent g meet world rich nation eu minister issue poverto africa south asia forc top politicus agenda politician campaigner call don meet london g financ minister back plan writ debt world poor countri
entertainment,bollywood dv fraudster jail major distributor pirat dv bollywood film sent prison three year jayanti amarishi buhecha cambridg found guilto two trademark offenc last month sentenc harrow crown court london tuesday buhecha mad per month illega trad call one big bollywood pirat uk sentenc judg british phonograph industri bpi work two year ca operat launch buhecha complaint receiv activ judg ca last seven day said heavi penalto call enormou damag buhecha cau legitim busi fak dv manufactur pakistan malaysia sold wholesa shop buhecha trad conterfeit dv december stop car trad standard officer uncover pirat dv fak inlay card print register trademark despit arrest bail buhecha caught second tim end hom lock cambridg found contain counterfeit dv fak inlay card buhecha previousli legitim distributor bollywood film suspend su employer deal illega copi bollywood classic mohabbatein legitim bollywood film distributor hail conviction major boost bollywood music film suffer piracus rat suffer mainstream production bpi welcom new prison sentenc warn plenti activ counterfeit bollywood film organi anti piracus director david martin said problem simpli disappear buhecha other tak plac vita keep effort field
business,dutch bank lay staff abn amro netherland large bank cut job result fall profit cut amount bank workforc result one charg m euro bn job go investment bank go human resourc respectiv abn amro third larg european bank announc cutback past month follow deutsch bank credit suiss group profitab hit fall mortgag lend unit stat bank large singl market follow recent interest rat ris abn amro operat netherland unit kingdom hard hit job also lost us account profit first half across operat america asia pacific region restructur design improv efficienc reduc administr cost increa focu client servic bank said cour ris net incom year operat profit set fall fall us revenu abn amro currentli staff get profit growth com year lower cost shed job mak tota sen ivo geijsen analyst bank oyen van eeghen told bloomberg europ lead bank seem set period retrenchment deutsch bank said early month would reduc german workforc mani job lost credit suiss first boston
politics,blair labour long serv pm toni blair becom labour parto long serv prim minister year old premier mark th day post overtak combin length harold wilson two term mr blair win next election fulfi promi serv full third term surpass margaret thatcher year end mr blair becam young premier th centuri cam power age last prim minister instal young age lord liverpoo year junior mr blair politic first includ becom first labour leader win two successiv full term power labour landslid birth blair fourth child leo may first child born serv prim minister year last down street dad lord john russel labour win hug majoriti conserv mr blair sinc criticis mani parto war iraq reform health servic educat system provok dissent backbencher gordon brown chancellor exchequer mr blair becam britain long serv chancellor modern tim former labour leader lord kinnock said chancellor would best plac tak mr blair ask futur leadership parto told itv wal waterfront programm contest long way away occur prim minister toni blair decid subscrib want go think main contender gordon brown man virtualli unmatch capab great experienc mr brown mr blair ro prominenc lord kinnock led labour
entertainment,artist secret postcard sal postcard artist includ damien hirst tracey emin sold hour open roya academi art annuum secret sal identiti artist remain unknown work bought signatur revea back still big nam left mario testino said rca spokeswoman sue bradburn postcard pric sal open friday clo pm saturday m bradburn said big queue start sal gon said peopl bought famou nam postcard arriv earli spent tim studi work would know look exhibi open view sinc november film director ken loach fashion designer hussein chalayan former blur guitarist graham coxon design postcard sal contribut artist student recent graduat roya colleg art lead art colleg money rais sal go toward rca fin art student award fund support student grant bursari famou sal th year
politics,brown blair fac new rift claim umpteenth tim toni blair gordon brown said declar war tim alleg rift tak credit government globa aid debt initi particularli wak tsunami disaster issue mani hop believ thing dominat prim minister monthli new conferenc saw mr blair start full irritat mod forc bat away question question relationship neighbour told journalist interest goe newspaper complet uniti purpos heap prais mr brown say great job would continu although would commit job mr brown election arring press conferenc last moment coincid mr brown long arring keynot speech aid debt ask mr blair mov irritat mod bareli disguis furi set snap back hack know well operat reason tim press conferenc well realli happen repeat great man gordon unit sneer take absolut notic go newspaper prefer get job best countri world although next breath declar get increasingli alarm read newspaper catch quickli ad far read cour probabli good reason alarm newspaper full stori claim open warfar two man far tim prim minister press conferenc concern two option first calculat attempt upstag chancellor seiz back initi big issue moment ca suggest even fear seriousli neg newspaper headlin enough stop squabbl second option unavoid coincidenc would suggest government lost fam able strictli co ordinat announc infamou down street grid avert allegat either way effect overshadow big announc government policus hugeli pertinent issue previou suggestion new year start fresh outbreak warfar two man firstli prim minister insist wednesday intimat involv develop proposa get g countri freez debt repayment tsunami hit countri claim embarrass fact gordon brown appear taken initi government respon disaster mr blair still holiday egypt pour fuel flam man separat spok work tsunami wide aid develop policus cabinet colleagu foreign secretari jack straw aid minister hilari benn deputi prim minister john prescott without mention cam amid fresh claim mr brown still sooth exclud prominent rol genera election plan result start set platform fact us artic guardian newspaper set believ manifesto embark minus tour britain set aid plan next week visit africa mission often see prim minister turf ad impression riva camp operat entir independ prim minister deni well repeat insistenc inconceiv economi chancellor would centr election campaign big fear mani labour bench unless lid put speculat rivalri may even threaten undermin election campaign
business,wmc profit amid bid criticism australian min firm wmc resourc see fivefold ris profit continu target hosti takeover bid wmc said mad net profit bn australian dollar bn m abn year currentli argu offer swiss xstratum firm rais bn last week wmc said undervalu report say australian government deal trad minister mark vail said bid may nat interest mr vail quot australian financia review compar xstratum attempt tak wmc similar bid oil giant shell australia woodsid petroleum bid throw treasurer peter costello nat interest ground wmc interest uranium deposit contribut factor mr vail said wmc however objection princip bought spin aluminium operat mak tempt target long pric right stellar performanc built sky high pric meta copper nicke particular high demand thank china boom economi expand past two year nicke pric ro year copper
tech,microsoft relea patch microsoft warn pc user updat system late securiti fixe flaw window program monthli securiti bulletin flag eight critic securiti hol could leav pc open attack left unpatch number hol consider critic usua affect window program includ internet explorer ie media player instant messag four important fixe also relea consider less critic however updat either automat manualli pc user run program could vulnerab virus maliciou attack design exploit hol mani flaw could us viru writer tak computer remot instal program chang delet see data one critic patch microsoft mad availab important one fixe ie flaw stephen toulous microsoft securiti manager said flaw know although firm see attack exploit flaw rul often critic flaw announc spat virus follow hom user busi leav flaw unpatch patch fixe hol media player window messenger msn messenger attacker could use tak contro unprotect machin png fil microsoft announc vulnerab softwar everi month important one class critic late relea cam week compani announc buy securiti softwar maker sybari softwar part microsoft plan mak securiti program
business,firm pump billion pension employer spent billion pound prop fina salari pension past year research suggest survey schem incom data servic id said employer contribu increa bn bn year ris compani fac big deficit rais pension contribu id said mani firm struggl keep type schem open ris cost increa liabl fina salari schem also know defin benefit schem promi pay pension relat salari schem member earn retir ris cost maintain schem led mani employer replac fina salari schem money purcha defin contribu schem less riski employer money purcha schem employe pay pension fund us buy annuiti policus pay incom death retir id said schem good health mani ca firm forc top fund tackl yawn deficit leve contribu paid employer increa gradualli sinc lat examp contribu ro contrast employer cut contribu leve helen sudel editor id pension servic said ris contribu stagger high ever record id warn widespread closur fina salari schem new entrant begin much big movement away paternalist provision said m sudel figur lik littl doubt mani employer reduc futur benefit point staff still schem
sport,mirza mak indian tenni histori teenager sania mirza complet superb week hyderabad open becom first indian histori win wta singl titl front deliriou hom crowd year old battl past alyona bondarenko ukrain mirza rank world sink knee celebrat serv match bondarenko big moment career would lik thank everyon part effort said win mad believ hop better com day want win tournament badli sinc hometown australian open januari mirza becam first indian woman reach third round grand slam lo eventua champion serena william year ago becam young indian win profession titl claim doubl hyderabad open mirza play first wta fina begin nervousli front raucou hom crowd commit three doubl fault open servic gam mirza brok serv twic row held advantag tak first set see saw second set bondarenko rac lead though mirza haul leve ukrainian brok finalli level match mirza rediscov aggressiv strok take first set decider establish lead stadium erupt celebrat mirza thought deliver ace secur victori serv rul clip net mirza eventua lost point relief crowd brok bondarenko next gam clinch titl
sport,celtic unhappi bulgaria dat martin o neill hop block stilian petrov call bulgaria celtic busi festiv programm celtic manager view friendli valenciana region spain december important say overli plea fixtur play christma said o neill speak bulgarian fa prerog arring fixtur prerog handl bulgaria gam com celtic box day meet heart januari fixtur livingston o neill believ extra gam help midfielder who season alreadi affect injuri organi gam rather awkward tim ad play barcelona spok bulgarian manager hristo stoichkov mention gam pay wag one awkward fixtur go play stag another benefit rather anyon else said bulgaria one nation seem organi lot friendli gam
business,small firm hit ris cost ris fuel materia cost hit confidenc among uk small manufactur despit ris output busi lobbi group cbi say cbi quarterli survey found output rise fast rat seven year mani firm se benefit offset increa expen cbi also found spend innovat train retrain forecast go next year however firm continu scal back investment building machineri cbi said compani look government lessen regulatori load hop interest rat kept hold small manufactur fac uphil struggl said hugh morgan william chair cbi sme councus manufactur sector need period long term stabl economi cbi found firm manag increa pric first tim nin year mani said increa fail keep ris cost compani survey saw order ris saw fall positiv balanc plu compar minu previou survey firm question output volum survey return balanc plu high rat increa seven year ro plu look ahead next three month
sport,spur sign iceland u star tottenham prim snap iceland internat emi hallfredsson impress trial whit hart lan year old midfielder play fh hafnarfjordur also star uefa cup match scottish sid dunfermlin early season spur agree fee player yet agree persona term offer two club decid com tottenham said spur sport director frank arnesen left sid player position look show much talent tim decid tak road bring talent good prospect giv plac tottenham improv
sport,scot suffer another injuri blow scotland back row crisi worsen ahead rb six nation new scott gray miss open match border flank knee injuri join donni macfadyen allister hogg sidelin star number eight simon taylor miss least first two gam damag ankle comeback scott macleod ankle ligament jon petri cartilag also doubtfu opener pari februari gray win first cap australia murrayfield last year hurt club action weekend scotland doctor jam robson said scan show damag media ligament scott right knee rul first part championship seek specialist advic due cour determin long scott may another potentia option glasgow flank andraw wilson rul month damag ligament knee northampton recentli flank jason whit prop tom smith also suffer flu miss week train session got plenti good young player com got look opportun represent rather neg william ad william could turn edinburgh pair alasdair strokosch simon cross leed tyke flank jon dunbar also train squad still await verific eligib qualifi scotland
entertainment,littl britain two top comic list littl britain star matt luca david walliam nam power peopl tv comedi poll list magazin radio tim duo kept phoenix night creator peter kay number two offic star ricki gervai third plac radio tim pane compi list tak comedian critic acclaim financia success account newcomer annuum list includ nighti night star julia davi seven black book tamsin greig luca walliam win numerou award littl britain includ nat televi roya televi societi british comedi award million peopl watch first episod late seri littl britain bbc three october giv digita channe high rat ever top radio tim list ris th position last year big riser past year includ present duo ant dec fiv stephen fry ris nin plac bbc three controller stuart murphi mov number last year last year winner chat show host graham norton fell number follow rel televi appearanc production compani also featur top includ stev coogan babi cow creat nighti night among other hat trick behind kumar number vicar dibley production compani tiger aspect
sport,strachan turn pompey former southampton manager gordon strachan reject chanc becom portsmouth new boss scot pompey chairman milan mandaric first choic replac harri redknapp left fratton park riva saint early december think fantastic job anybodi apart somebodi southampton manager strachan told bbc club director terri bradi held initia talk strachan saturday former scotland internat ad join southampton loca riva would wis mov got everyth go ve got mani memori sid want sour memori said everyth right minut away good player good set good atmospher ground lot right somebodi southampton manager sinc redknapp departur execut director velimir zajec coach joe jordan oversee first team affair duo gon fiv match unbeaten sunday defeat hom champion arsena club still respectab th plac premiership tabl strachan left st mari februari early announc intention tak break gam end season previou manageri experienc cam coventri led fiv year
sport,england coach fac rap row england coach andi robinson fac disciplinari action criticis refere jonathan kaplan sid six nation defeat ireland rugbi footbal union rfu investig robinson decid lodg complaint kaplan robinson may even apologis comment order avoid sanction internat rugbi board robinson said livid kaplan decision saturday disallow two england tri england coach go claim one sid refere review tap match rfu decid formalli complain irb standard kaplan refer instead rfu said statement would set concern england team manag may confidenti manner irb spokesman said matter tak breach cod seriousli rfu resolv issue satisfac happen last month scotland coach matt william apologis remark mad would end matter kaplan vigorous defend performanc england defeat landsdown road admit disappoint robinson remark south african appoint tak charg scotland match wal march rfu recentli fin northampton coach budg pountney impos six week ban criticism refere stev lander premiership match
sport,bortolami predict dour contest itali skipper marco bortolami believ saturday six nation contest scotland scrappi encounter sid look first win championship third round gam murrayfield bill wooden spoon decider bortolami feel edinburgh contest could end bruis battl pack pretto gam team desperat gain first win said lock forward itali record three win sinc join six nation two com scotland year itali open stubborn display ireland end lo however thoroughli outplay impressiv welsh sid rom last tim italian trave edinburgh hop claim first away win six nation scotland play extrem well franc pari well ireland cam edinburgh said bortolami still disappoint last gam wal rom thoroughli determin right wrong nation quest respect team worthi plac tournament win gam
tech,microsoft tak desktop search microsoft enter desktop search fray relea test version tool find document e mail fil pc hard driv beta program work pc run window xp window desktop search market becom increasingli crowd firm tout program help peopl find fil search giant googl launch desktop search tool october yahoo plan relea similar softwar januari ambition search provid ultimat informat tool find anyth re look said yusuf mehdi corporat vic president microsoft msn internet division microsoft program us toolbar window desktop internet explorer browser within outlook e mail program softwar giant com lat desktop search arena compet larg number riva googl alreadi relea desktop tool yahoo plan get gam januari aol expect offer desktop search earli next year small firm blinkx copernic enfish x technologus x friend offer tool catalogu hug amount informat peopl increasingli stor desktop hom computer apple relea similar search system computer call spotlight due relea tiger operat system
business,china suspend power project china order halt construction work big power station includ two three gorg dam environment ground mov surpris one china struggl increa energus suppli boom economi last year provinc suffer black out stat environment protection agencus said project fail proper environment assessment top list controversi dam scenic upper yangtz river construction project start without approva assessment environment impact typica illega project construction first approva next said sepa vic director pan yue statement agencus websit project may allow start work proper permit other would cancel said altogeth agencus order project halt project includ petrochem plant port fujian bulk list mad new power plant extension exist one stoppag would appear another step centra government battl contro project licen loca officia however previou crackdown tend focu project government argu overcapac steel cement government encourag construction new electric generat capaciti solv chronic energus shortag forc mani factori onto part tim work last year china increa generat capaciti megawatt mw big singl project halt xiluodi dam project design produc mw electric built jinshajiang river golden sand upper reach yangtz know second third agencus list two power station built bn three gorg dam project centra yangtz underground mw power plant mw plant three gorg dam prov controversi china half million peopl relocat mak way abroad draw criticism environment group oversea human right activist dam upper yangtz also begin attract criticism environmentalist china apri centra government officia order halt work nearbi nu river part unit nation world heritag sit three paralle river sit cover yangtz mekong nu also know salween accord uk publish china review mov reportedli follow protest thai government downstream impact dam critic documentari mad chine journalist china energus shortag influenc globa pric oil coal ship last year
